"Código (SKU)";"Descrição";"Estoque físico"
"RWRE83CRP";"RETROV EXT  GOLF 07/12 LE CR CAPA PRIMER";"1,00"
"RWRE84CRP";"RETROV EXT  GOLF 07> LD CAPA PRIMER";"75,00"
"RWRM81";"SUBCONJUNTO GOLF/POLO 07>11 LE";"0,00"
"RWRM82";"SUBCONJUNTO GOLF/POLO 07>11 LD";"0,00"
"RWSC27";"CAPA RETROV TEXTURIZADA - GOL/SAVEIRO G5 LE";"0,00"
"RWSC27LI";"CAPA RETROV LISA P/PINTURA - GOL/SAVEIRO G5 LE";"0,00"
"RWSC28";"CAPA RETROV TEXTURIZADA - GOL/SAVEIRO G5 LD";"0,00"
"RWSC28LI";"CAPA RETROV LISA P/PINTURA - GOL/SAVEIRO G5 LD";"0,00"
"RWSE27CE";"RETROV EXT C/ELETR GOL/ VOYAGE G 5 2008>2011 LE";"0,00"
"RWSE28CE";"RETROV EXT C/ELETR GOL/ VOLYAGE G 5 2008>2011 LD";"0,00"
"RWSE33CR";"RETROV EXT C/REM GOL/ VOLYAGE G 5 2008>2011 LE";"0,00"
"RWSE34CR";"RETROV EXT C/REM GOL/ VOLYAGE G 5 2008>2011 LD";"0,00"
"RWSM27";"SUBCONJUNTO GOL G5/VOYAGE 08>12 LE";"0,00"
"RWSM28";"SUBCONJUNTO GOL G5/VOYAGE 08>12 LD";"0,00"
"RWT9295L";"PISCA RETROV GOL 09/12 GV (PAR)";"0,00"
"RWTC42";"CAPA RETROV TEXTURIZADA FOX NOVO LD";"0,00"
"RWTC42COLOR";"CAPA RETROV FOX 09> GOL G6/G7 S/FURO LD COLOR";"897,00"
"RWTC42LI";"CAPA RETROV FOX 09> LD LISA";"1.045,00"
"RWTC42PRI";"CAPA RETROV FOX 09> LD PRIMER 42";"27,00"
"RWTC43";"CAPA RETROV TEXTURIZADA FOX NOVO LE";"0,00"
"RWTC43COLOR";"CAPA RETROV FOX 09> GOL G6/G7 S/FURO LE COLOR";"847,00"
"RWTC43LI";"CAPA RETROV FOX 09> LE LISA";"0,00"
"RWTC43PRI";"CAPA RETROV FOX 09> LE PRIMER 42";"32,00"
"RWTC46COLOR";"CAPA RETROV FOX 09> LD COLOR";"0,00"
"RWTC46L";"CAPA RETROV LISA P/PINTURA FOX NOVO 09> LD C/FURO";"0,00"
"RWTC46LH";"CAPA RETROV LISA P/ PINTURA - FOX NOVO LD C/FURO - C/PISCA";"0,00"
"RWTC46LI";"CAPA RETROV FOX 09> LD LISA";"0,00"
"RWTC47COLOR";"CAPA RETROV FOX 09> LE COLOR";"0,00"
"RWTC47L";"CAPA RETROV LISA P/PINTURA FOX NOVO 09> LE C/FURO";"0,00"
"RWTC47LH";"CAPA RETROV LISA P/ PINTURA - FOX NOVO LE C/FURO - C/PISCA";"0,00"
"RWTC47LI";"CAPA RETROV FOX 09> LE LISA";"0,00"
"RWTC64";"CAPA RETROV AMAROK 10> LD SUP TEXTURIZADA";"0,00"
"RWTC64COLOR";"CAPA RETROV AMAROK 10> LD COLOR";"0,00"
"RWTC64DBX";"COBERTURA SUP. DEEP BLACK PERL";"0,00"
"RWTC64I";"CAPA RETROV  LISA P/ PINTURA - AMAROK INFERIOR LD";"0,00"
"RWTC64LI";"CAPA RETROV  LISA P/ PINTURA - AMAROK LD";"0,00"
"RWTC64PRI";"CAPA RETROV AMAROK LD PRIMER";"0,00"
"RWTC65";"CAPA RETROV AMAROK 10> LE SUP TEXTURIZADA";"0,00"
"RWTC65COLOR";"CAPA RETROV AMAROK 10> LE COLOR";"4,00"
"RWTC65I";"CAPA RETROV  LISA P/ PINTURA - AMAROK INFERIOR LE";"0,00"
"RWTC65LI";"CAPA RETROV  LISA P/ PINTURA - AMAROK LE";"0,00"
"RWTC65PRI";"CAPA RETROV AMAROK LD PRIMER";"0,00"
"RWTC70CR";"CAPA RETROV AMAROK 10> LD INF CROMADA";"0,00"
"RWTC70IC";"CAPA RETROV AMAROK LD CROMADA";"0,00"
"RWTC70LI";"CAPA RETROV AMAROK 10> LD INF LISA";"0,00"
"RWTC71CR";"CAPA RETROV AMAROK 10> LE INF CROMADA";"0,00"
"RWTC71IC";"CAPA RETROV AMAROK LE CROMADA";"0,00"
"RWTC71LI";"CAPA RETROV AMAROK 10> LE INF LISA";"0,00"
"RWTC90";"CAPA RETROV  GOL/SAVEIRO G5 LD C/FURO TEXT";"655,00"
"RWTC90LH";"CAPA RETROV LISA P/PINTURA - GOL/ SAVEIRO G5 LD C/FURO - C/PISCA";"0,00"
"RWTC90LI";"CAPA RETROV LISA P/PINTURA - GOL/SAVEIRO G5 LD C/FURO DO PISCA";"649,00"
"RWTC91";"CAPA RETROV GOL/SAVEIRO G5 LE C/FURO TEXT";"765,00"
"RWTC91LH";"CAPA RETROV LISA P/PINTURA - GOL/ SAVEIRO G5 LE C/FURO - C/PISCA";"0,00"
"RWTC91LI";"CAPA RETROV LISA P/PINTURA - GOL/SAVEIRO G5 LE C/FURO DO PISCA";"643,00"
"RWTE20CE";"RETROV EXT C/ELETR FOX 2009> LD - C/PISCA";"0,00"
"RWTE42CR";"RETROV EXT C/REM FOX 2009> LD";"0,00"
"RWTE43CR";"RETROV EXT C/REM FOX 2009> LE";"0,00"
"RWTE46CE";"RETROV EXT C/ELETR FOX 2009> LD - C/PISCA - TILTDOWN";"0,00"
"RWTE47CE";"RETROV EXT C/ELETR FOX 2009> LE - C/PISCA";"0,00"
"RWTE56CR";"RETROV EXT C/REM SAVEIRO G 5 LD 2010>2011";"0,00"
"RWTE57CR";"RETROV EXT C/REM SAVEIRO G 5 LE 2010>2011";"15,00"
"RWTE60CE";"RETROV EXT C/ELETR SAVEIRO G 5 LD 2010>2011";"0,00"
"RWTE61CE";"RETROV EXT C/ELETR SAVEIRO G 5 LE 2010>2011";"0,00"
"RWTE62CE";"RETROV EXT SAVEIRO LD CE PRIMER";"1,00"
"RWTE64FX";"RETROV EXT  AMAROK 10> LD FIXO";"31,00"
"RWTE64FXH";"RETROV EXT FIXO AMAROK 2010> LD - ANTENA FM2/GPS";"0,00"
"RWTE65FX";"RETROV EXT FIXO AMAROK 2010> LE";"0,00"
"RWTE66CE";"RETROV EXT  AMAROK 10> LD CE";"0,00"
"RWTE66CEE1";"RETROV EXT  AMAROK 10> LD CE C/PRETO A/FM";"0,00"
"RWTE66CEF1";"RETROV EXT  AMAROK 10> LD CE C/FOLD 10 VI";"0,00"
"RWTE66CEJ";"RETROV EXT C/ELETR AMAROK 2010> LD (CONEC. AZUL) - ANTENA FM2/GPS";"0,00"
"RWTE66CEJ1";"RETROV EXT C/ELETR AMAROK 2010> LD (CONEC. PRETO) - ANTENA FM2/GPS";"0,00"
"RWTE66CEK1";"RETROV EXT C/ELETR AMAROK 2014> LD (CONEC. PRETO) - FOLDWAY - ANTENA FM2/GPS";"26,00"
"RWTE67CE";"RETROV EXT  AMAROK 10> LE CE";"0,00"
"RWTE67CEA";"RETROV EXT C/ELETR AMAROK 2010> LE (CONEC. AZUL) - ANTENA AM/FM";"0,00"
"RWTE67CEA1";"RETROV EXT C/ELETR AMAROK 2014> LE (CONEC. PRETO) - ANTENA AM/FM";"0,00"
"RWTE67CEC1";"RETROV EXT C/ELETR AMAROK 2014> LE (CONEC. PRETO) - FOLDWAY - ANTENA AM/FM";"0,00"
"RWTE67CEK1";"RETROV EXT  AMAROK 14> LE C/FOLDWAY";"0,00"
"RWTE68CEB1";"RETROV EXT  AMAROK 10> LD CE C/PRIMER 10";"0,00"
"RWTE68CEF";"RETROV EXT  AMAROK 10> LD CE C/PRI 6 FM";"0,00"
"RWTE68CEF1";"RETROV EXT  AMAROK 10> LD CE C/FOLC/PRI 1";"0,00"
"RWTE68CEK";"RETROV EXT  AMAROK 10> LD CE C/PRI GPS 6";"0,00"
"RWTE68CEK1";"RETROV EXT  AMAROK 10> LD CE C/PRI GPS 10";"0,00"
"RWTE69CEB";"RETROV EXT  AMAROK 10> LE CE C/PRI 6 FM";"0,00"
"RWTE69CEB1";"RETROV EXT  AMAROK 10> LE CE C/PRI 10 FM";"0,00"
"RWTE70CEC";"RETROV EXT  AMAROK 14 CE LD";"0,00"
"RWTE70CED1";"RETROV EXT  AMAROK 10> LD CE C/PISCA E FOLDWAY";"0,00"
"RWTE70CEL";"RETROV EXT C/ELETR AMAROK 2010> LD -CAPA INF. CROM. (CONEC. AZUL) ANTENA FM2/GPS";"0,00"
"RWTE70CEL1";"RETROV EXT C/ELETR AMAROK 2010> LD -CAPA INF. CROM. (CONEC. PRETO) ANTENA FM2/GPS";"0,00"
"RWTE70CEM1";"RETROV EXT C/ELETR AMAROK 2014> LD -CAPA INF. CROM. (CONEC. PRETO) - FOLDWAY - ANTENA FM2/GPS";"0,00"
"RWTE71CEC1";"RETROV EXT C/ELETR AMAROK 2010> LD -CAPA INF. CROM. (CONEC. PRETO) ANTENA AM/FM";"0,00"
"RWTE71CECC";"RETROV EXT C/ELETR AMAROK 2010> LE -CAPA INF. CROM. (CONEC. AZUL) ANTENA AM/FM";"0,00"
"RWTE71CEE1";"RETROV EXT C/ELETR AMAROK 2014> LE -CAPA INF. CROM. (CONEC. PRETO) - FOLDWAY - ANTENA AM/FM";"0,00"
"RWTE94CR";"RETROV EXT C/REM SAVEIRO G 5 CROSS LD - C/PISCA 2010>2011";"0,00"
"RWTE95CR";"RETROV EXT C/REM SAVEIRO G 5 CROSS LE - C/PISCA 2010>2011";"0,00"
"RWTE95CRCOLOR";"RETROV EXT SAVEIRO 10> GV CROSS LE CR C/PISCA COLOR";"0,00"
"RWTE96CE";"RETROV EXT C/ELETR SAVEIRO G 5 CROSS LD - C/PISCA 2010>2011";"0,00"
"RWTE97CE";"RETROV EXT C/ELETR SAVEIRO G 5 CROSS LE - C/PISCA 2010>2011";"0,00"
"RWTE97CECOLOR";"RETROV EXT SAVEIRO 10> GV CROSS LE CE C/PISCA COLOR";"0,00"
"RWTM42";"SUBCONJUNTO FOX/ GOL G6/ VOYAGE/ POLO/ GOLF/ UP LD";"0,00"
"RWTM43";"SUBCONJUNTO FOX/ GOL G6/ VOYAGE/ POLO/ GOLF/ UP LE";"0,00"
"RWTM56";"SUBCONJUNTO SAVEIRO G5 08>12 LD";"18,00"
"RWTM57";"SUBCONJUNTO SAVEIRO G5 08>12 LE";"0,00"
"RWTM64";"LENTE RETROV AMAROK 10/14 LD S/TÉRMICO";"0,00"
"RWTM65";"LENTE RETROV AMAROK 10/14 LE S/TÉRMICO";"0,00"
"RWTM66";"SUBCONJUNTO AMAROK C/TÉRMICO LD";"0,00"
"RWTM66S";"LENTE RETROV AMAROK 10/14 LD S/BASE";"616,00"
"RWTM67";"SUBCONJUNTO AMAROK C/TÉRMICO LE";"1,00"
"RWTM67S";"LENTE RETROV AMAROK 10/14 LE S/BASE";"33,00"
"RWUE17CC";"RETROV EXT  CAMINHAO VW LE";"0,00"
"RWUE18CC";"RETROV EXT  CAMINHAO VW LD";"0,00"
"RWUE19CC";"RETROV EXT VW HS LHD LE BIPARTIDO";"0,00"
"RWUE20CC";"RETROV EXT VW HS LHD LD BIPARTIDO";"0,00"
"RWUE21CCE";"RETROV EXT  CAMINHAO VW LE CE";"0,00"
"RWUE22CCE";"RETROV EXT  CAMINHAO VW LD CE";"0,00"
"RWUE23CCE";"RETROV EXT  CAMINHAO VW LE CE LHD";"0,00"
"RWUE24CCE";"RETROV EXT  CAMINHAO VW LD";"0,00"
"RWUE25CC";"RETROV EXT LHD LE";"0,00"
"RWUE28CC";"RETROV EXT VW HS LHD LD BIPARTIDO";"0,00"
"RWUE32CCE";"RETROV EXT  CONSTELATION 06/10 - CONJUNTO COMPLETO";"0,00"
"RWUE82CE";"RETROV EXT C/ELETR GOL/ VOYAGE G 5 2009> LD - C/PISCA";"0,00"
"RWUE83CE";"RETROV EXT C/ELETR GOL/ VOYAGE G 5 2009> LE - C/PISCA";"0,00"
"RWVE70CR";"RETROV EXT C/REM GOL/ VOYAGE 2012> LD";"4,00"
"RWVE71CR";"RETROV EXT C/REM GOL/ VOYAGE 2012> LE";"0,00"
"RWVE74CR";"RETROV EXT C/REM GOL/ VOYAGE 2012> 2012 LD - C/PISCA";"0,00"
"RWVE75CR";"RETROV EXT C/REM GOL/ VOYAGE 2012> 2012 LE - C/PISCA";"0,00"
"RWVE76CE";"RETROV EXT C/ELETR GOL/ VOYAGE 2012> LD";"0,00"
"RWVE77CE";"RETROV EXT C/ELETR GOL/ VOYAGE 2012> LE";"0,00"
"RWVE80CE";"RETROV EXT C/ELETR GOL/ VOYAGE 2012> LD - C/PISCA";"0,00"
"RWVE81CE";"RETROV EXT C/ELETR GOL/ VOYAGE 2012> LE - C/PISCA";"0,00"
"RWVE82CR";"RETROV EXT C/REM SAVEIRO G 6/ GOL G 6 - 2pts. - 2012> LD";"0,00"
"RWVE83CR";"RETROV EXT C/REM SAVEIRO G 6/ GOL G 6 - 2pts. - 2012> LE";"42,00"
"RWVE86CE";"RETROV EXT C/ELETR SAVEIRO G 6/ GOL G 6 - 2pts. - 2012> LD";"0,00"
"RWVE86CECOLOR";"RETROV EXT SAVEIRO 12> GV LD CE COLOR";"0,00"
"RWVE87CE";"RETROV EXT C/ELETR SAVEIRO G 6/ GOL G 6 - 2pts. - 2012> LE";"0,00"
"RWVE88CE";"RETROV EXT C/ELETR SAVEIRO G5 - 2012> LD - C/PISCA";"0,00"
"RWVE89CE";"RETROV EXT C/ELETR SAVEIRO G5 - 2012> LE - C/PISCA";"0,00"
"RWWC43";"CAPA RETROV HS BIPARTIDO LE";"0,00"
"RWWC44";"CAPA RETROV HS BIPARTIDO LD";"0,00"
"RWWE04CE";"RETROV EXT C/ELETR GOLF 2012> LD - C/PISCA";"0,00"
"RWWE05CE";"RETROV EXT C/ELETR GOLF 2012> LE - C/PISCA";"0,00"
"RWWE08CR";"RETROV EXT C/REM FOX 2009 C/PISCA LD";"0,00"
"RWWE09CR";"RETROV EXT C/REM FOX 2009 C/PISCA LE";"0,00"
"RWWE43CC";"RETROV EXT VW HS LHD LE BIPARTIDO";"0,00"
"RWWE44CC";"RETROV EXT VW HS RHD LE BIPARTIDO";"0,00"
"RWWE45CCE";"RETROV EXT VW HS BI-PARTIDO LE LHD";"0,00"
"RWWE46CCE";"RETROV EXT VW HS BI-PARTIDO LD LHD";"0,00"
"RWWE69CE";"RETROV EXT C/ELETR GOL G6 2012> S/PISCA LE CONECTOR 3 FIOS";"1,00"
"RWWE73CE";"RETROV EXT C/ELETR/ SAVEIRO/ GOL G6 2012> 2pts. S/PISCA LE CONECTOR 3 FIOS";"0,00"
"RWWE83CR";"RETROV EXT C/REM UP - 2014> LD";"0,00"
"RWWE84CR";"RETROV EXT C/REM UP - 2014> LE";"0,00"
"RWWE88CE";"RETROV EXT C/ELETR UP - 2014> LD";"2,00"
"RWWE89CE";"RETROV EXT C/ELETR UP - 2014> LE";"0,00"
"RWWM43";"LENTE RETROV COSTELATION LE";"0,00"
"RWWM44";"LENTE RETROV INF COSTELATION LE";"0,00"
"RWWN44";"SUBCONJUNTO VW CONSTELATION SUPERIOR LD";"0,00"
"RWWN45";"SUBCONJUNTO VW CONSTELATION SUPERIOR LE";"0,00"
"RWXE55CR";"RETROV EXT C/REM FOX 15> LE";"8,00"
"RWXE56CR";"RETROV EXT C/REM FOX 15> LD";"0,00"
"RWXE57CE";"RETROV EXT C/ELETR FOX 15> C/PISCA LE";"0,00"
"RWXE58CE";"RETROV EXT C/ELETR FOX 15> C/PISCA LD";"0,00"
"RWXE59CR";"RETROV EXT C/REM FOX 15> C/PISCA LE";"0,00"
"RWXE60CR";"RETROV EXT C/REM FOX 15> C/PISCA LD";"0,00"
"RWXE62CE";"RETROV EXT C/ELETR FOX 15> C/PISCA LD - COM TILT DOWN";"0,00"
"RWYC11COLOR";"CAPA RETROV GOLF 15> LE COLOR";"0,00"
"RWYC11LI";"CAPA RETROV LISA P/PINTURA GOLF 2014> LE";"0,00"
"RWYC12COLOR";"CAPA RETROV GOLF 15> LD COLOR";"0,00"
"RWYC12LI";"CAPA RETROV LISA P/PINTURA GOLF 2014> LD";"0,00"
"RWYE11CE";"RETROV EXT C/ELETR GOLF 15> C/PISCA LE";"0,00"
"RWYE12CE";"RETROV EXT C/ELETR GOLF 15> C/PISCA LD";"0,00"
"RWYE13CE";"RETROV EXT C/ELETR GOLF 15> C/PISCA LE - COM POWER FOLD";"0,00"
"RWYE14CE";"RETROV EXT C/ELETR GOLF 15> C/PISCA LD - COM POWER FOLD";"0,00"
"RWYE25CC";"RETROV EXT TITAM 2000 LE LEVE";"0,00"
"RWYE26CC";"RETROV EXT TITAM 2000 LD LEVE";"0,00"
"RWYE29CC";"RETROV EXT TITAM 2000 LE MEDIO";"0,00"
"RWYE30CC";"RETROV EXT TITAM 2000 LD MEDIO";"0,00"
"RWYM11";"SUBCONJUNTO GOLF 7 2105> LE";"0,00"
"RWYM12";"SUBCONJUNTO GOLF 7 2105> LD";"103,00"
"RWZE06CE";"RETROV EXT C/ELETR UP - 2014> LD C/TILD DOWN";"0,00"
"RWZE89CE";"RETROV EXT VW TAOS CE S/CENSOR LE";"0,00"
"RWZE90CE";"RETROV EXT VW TAOS CE S/CENSOR LD";"0,00"
"RWZE91CE";"RETROV EXT VW TAOS CE C/CENSOR LUZ DE SOLO LE";"0,00"
"RWZE92CE";"RETROV EXT VW TAOS CE C/CENSOR LUZ SOLO LD";"0,00"
"RWZM89";"SUBCONJUNTO TAOS 2021> LE";"0,00"
"RWZM90";"SUBCONJUNTO TAOS 2021> LD";"0,00"
"RYTM04";"LENTE RETROV TR4 LD";"0,00"
"RYTM05";"LENTE RETROV TR4 LE";"0,00"
"S2043F18";"SUPORTE MB 1620 S/ MANCAL";"0,00"
"S2057222";"SUBCONJUNTO COURIER  97> LD";"0,00"
"S2075438";"SUBCONJUNTO F1000 LD CE";"0,00"
"S2075538";"SUBCONJUNTO F1000 LE CE";"0,00"
"S2088331";"SUBCONJUNTO GOL/ VOYAGE/ PARATI  87>94 LE";"236,00"
"S2088431";"SUBCONJUNTO GOL/ VOYAGE/ PARATI  87>94 LD";"0,00"
"S20A4071015";"SUBCONJUNTO COM BASE INF. RETROV.1933";"0,00"
"S20AU231";"SUB. RETROV. HB20 22> LD";"0,00"
"S20AU331";"SUB. RETROV. HB20 22> LE";"0,00"
"S20B8740";"SUBCONJUNTO BANDEIRANTE 92> LE";"580,00"
"S20B8840";"SUBCONJUNTO BANDEIRANTE 92> LD";"443,00"
"S20D7231GI";"SUBCONJUNTO S10/ BLAZER/ SILVERADO 95>12 LD C/MARCA";"0,00"
"S20H1931";"SUBCONJUNTO VECTRA  96>99 LE";"15,00"
"S20H2031";"SUBCONJUNTO VECTRA  96>99 LD";"315,00"
"S20N3371";"SUBCONJUNTO ASTRA 99> LE AZUL";"0,00"
"S20Q4431GIH";"SUBCONJUNTO S10/ BLAZER/ SILVERADO 95>12 LD TERMICO";"0,00"
"S20U6431";"LENTE RETROV C/BASE PEQUENA";"0,00"
"S20U6531";"SUBCONJUNTO FORD CARGO SUPERIOR MENOR LE";"0,00"
"S20Y2400";"SUPORTE CURTO VW 8.150 S/ MANCAL";"0,00"
"S20Y2700";"SUPORTE MEDIO VW 8.150 S/ MANCAL";"0,00"
"S20Y3100";"SUPORTE LONGO VW 8.150 S/ MANCAL";"0,00"
"SV2027A31";"LAMINA LENTE RETROV INF COSTELLATION E/D";"0,00"
"SV2064090";"LAMINA ESPELHO CAMINHAO CONVEXA";"0,00"
"SV2086390";"LAMINA ESPELHO CONVEXA MERCEDES CAMINHAO";"0,00"
"SV20A0290DF";"LAMINA LENTE ESPELHO DE RAMPA";"0,00"
"SV20A1531";"SUBCONJUNTO COM BASE COSTELLATION LD/LE";"0,00"
"SV20G0830";"LAMINA ESPELHO CONVEXA CAMINHÃO";"0,00"
"SV20P2790";"LAMINA LENTE SUB COSTELLATION 27C";"0,00"
"SV20U6490";"SUBCONJUNTO FORD CARGO SUPERIOR MENOR SEM BASE";"0,00"
"SV20W4390";"SUBCONJUNTO - VW COSTELLATION LE/LD";"180,00"
"SV20Y6390";"LAMINA ESPELHO CONVEXA C/LOGO PRIME";"0,00"
"X2085900";"ESPELHO CONVEXO 1620";"0,00"
